airport,degree,betweenness,pagerank,cluster
TA02,0.000887941751021133,3.0618902799708076e-06,7.727796384894837e-05,1
XS09,0.0010655301012253596,9.394235579076105e-05,8.9349168152991e-05,1
0TS4,0.0005327650506126798,1.4693069788775297e-06,3.684996170366035e-05,1
1XA5,0.0009767359261232463,0.00016806667916599485,4.926833785346062e-05,1
0TS5,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
0TS7,0.0007103534008169064,5.078926532153505e-07,3.920157734820467e-05,1
0TX1,0.0005327650506126798,2.7997711657732994e-07,2.4769406845170945e-05,1
3TX9,0.002397442727757059,0.00010574944911930293,8.184749121681335e-05,1
KEYQ,0.00754750488367963,0.0011017839366735122,0.0003777208242945684,0
KGPM,0.008968211685313443,0.0011356812440445321,0.00039148521670535034,0
0TX7,0.0002663825253063399,6.999171660858802e-05,2.0197843078719958e-05,1
TA47,0.0002663825253063399,8.197707724753674e-05,3.5527363482228014e-05,1
0TX8,0.0002663825253063399,7.147360686220311e-07,0.00011412475385086279,1
0TX9,0.0002663825253063399,5.8796821379172636e-09,2.2051856302465658e-05,1
0VA1,0.0009767359261232463,8.281772222390079e-05,0.00010522788907439131,1
12VA,0.0002663825253063399,1.6830519349457794e-07,4.984367220980273e-05,1
VA85,0.0013319126265316996,0.0002800980192613679,0.00015591807589072844,1
VG25,0.0007103534008169064,0.00013241570053551898,8.677368114152966e-05,1
0VA3,0.0002663825253063399,6.917603216151674e-05,2.2082855053144008e-05,1
0VI1,0.0001775883502042266,6.707108333613681e-08,2.779700358744066e-05,1
KRIC,0.021044219499200854,0.003442044488210134,0.0009951548444955842,3
0VA5,0.0005327650506126798,2.25934385156435e-07,2.3461190236992206e-05,1
KFCI,0.008524240809802876,0.0013444780591208734,0.0003199969038767523,0
KOFP,0.00994494761143669,0.0014468907904359176,0.0004395558534025615,0
0VA7,0.0002663825253063399,0.0,2.778483839380346e-05,1
0VA8,0.0007103534008169064,1.4600291055200505e-06,4.5637318554985975e-05,1
0VA9,0.0003551767004084532,1.333571135889618e-07,2.2871363806794276e-05,1
KANP,0.004528502930207778,0.0006903299674796811,0.00021588929615053696,1
0WA1,0.0006215592257147931,1.2438325154740167e-06,3.5398609108601585e-05,1
KTTD,0.00861303498490499,0.0011246437554397828,0.00034590586389720104,0
OR04,0.003285384478778192,0.00010892725677263634,5.995951578913988e-05,1
0WA2,0.0003551767004084532,1.871183930358954e-08,3.570440260599131e-05,1
0WI1,0.0025750310779612856,0.0002840711991644664,0.00022856058623428382,1
85WI,0.000887941751021133,2.050755484492869e-06,5.6811525290928893e-05,1
K21D,0.007458710708577517,0.0006834872159800973,0.0004947166631618862,0
KRNH,0.004173326229799325,0.0003093255160862507,0.00023318571250750039,1
WI29,0.0010655301012253596,5.628956149848411e-06,0.00010472431802252805,1
WS30,0.002663825253063399,0.00023750077209996556,0.0002834365519863642,1
0WI2,0.0007103534008169064,7.404127402391843e-05,6.153503106326937e-05,1
KMWC,0.005416444681228911,0.000826115152184717,0.0003529666800272131,0
0WI5,0.0009767359261232463,0.00018107461027035244,8.78225193315946e-05,1
0WN5,0.0001775883502042266,0.0,2.6801218471328806e-05,1
3WI1,0.0007103534008169064,9.667792840491668e-05,4.7941811911603515e-05,1
NE38,0.0007103534008169064,5.1169939883137614e-06,4.912580764051133e-05,1
WS25,0.0005327650506126798,0.0,3.676822300442262e-05,1
0WI6,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
1WI1,0.0003551767004084532,3.910979881371775e-07,5.60383772192309e-05,1
3WI8,0.0004439708755105665,4.338522792489551e-07,4.038109432721853e-05,1
65WI,0.0005327650506126798,5.105851725806202e-07,6.57390642656473e-05,1
7WI9,0.0001775883502042266,0.0,4.166830357257755e-05,1
KCWA,0.004794885455514118,0.0009240792327180769,0.00018188858074368286,1
WI91,0.0001775883502042266,0.0,3.551281880792712e-05,1
WS09,0.0002663825253063399,1.037584212107628e-07,3.549435506414587e-05,1
WS43,0.0005327650506126798,1.680211088796275e-06,3.541981559894189e-05,1
0WN0,0.0003551767004084532,0.0,2.1895047795010408e-05,1
KFHR,0.004617297105309891,6.044145729635506e-05,0.00027248166583242536,1
KW28,0.002042266027348606,0.0001407793331295715,5.676859975422979e-05,1
0WN1,0.0014207068016338128,8.147111896483275e-06,6.497013439224029e-05,1
68WA,0.0010655301012253596,6.3576012355393265e-06,4.577772765178953e-05,1
75WA,0.0006215592257147931,7.047983776925775e-05,3.872881349959857e-05,1
7WA7,0.0013319126265316996,3.470286912341326e-05,7.951714497904058e-05,1
K1S5,0.0009767359261232463,1.672578553181416e-05,6.215017538166406e-05,1
WA97,0.0007103534008169064,4.96257755483647e-06,3.452489088227084e-05,1
WN45,0.000887941751021133,7.651940239005309e-05,4.463826410477567e-05,1
0XA5,0.0006215592257147931,3.9622620080964915e-05,2.2043209805104183e-05,1
KERV,0.005238856331024685,0.0004215576484261178,0.0001327821718257841,1
TE58,0.0001775883502042266,0.0,3.2463808356786365e-05,1
0XA7,0.0012431184514295863,8.232534254302965e-05,4.047255976468774e-05,1
34TA,0.0023086485526549456,1.9457127286756436e-05,6.336056358948686e-05,1
54TE,0.0003551767004084532,0.0,5.235369303308621e-05,1
57XS,0.0010655301012253596,8.047200206399752e-05,6.662876711269524e-05,1
TE86,0.0002663825253063399,3.494938051930656e-08,1.9546549694643444e-05,1
XS17,0.0001775883502042266,0.0,2.9622803717547094e-05,1
0XA8,0.0001775883502042266,0.0,1.8386629517644837e-05,1
K84R,0.0016870893269401528,0.00024375904044109762,0.00012974431135883812,1
0XS6,0.0005327650506126798,6.784151825683417e-05,2.7213406151533282e-05,1
52TS,0.0007991475759190197,6.381166553069441e-05,4.0511083397760085e-05,1
10AK,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
3AK1,0.0007103534008169064,8.118899067035876e-05,5.18206659111644e-05,1
10AZ,0.0006215592257147931,4.6674546547368075e-06,5.9363811897484126e-05,1
10FA,0.0005327650506126798,8.339546260052792e-08,2.913089450844401e-05,1
FL99,0.0023086485526549456,8.56469224607178e-05,0.00010065459979471514,1
KLEE,0.008169064109394424,0.0006021272483497241,0.0003050766690180231,0
10FD,0.0009767359261232463,2.0845227058482266e-06,2.897382484426535e-05,1
1FA1,0.003551767004084532,9.785634194712287e-05,0.00012819671369511024,1
4FL3,0.0034629728289824187,9.172659577379646e-05,0.00018146077138407585,1
FD29,0.0006215592257147931,5.199633022543054e-07,4.728855719425441e-05,1
KX40,0.004439708755105665,0.0003215783801636072,0.00022019515275634866,1
NY31,0.0002663825253063399,0.0,2.570630453760216e-05,1
K6A2,0.0004439708755105665,1.7092792584416746e-07,6.280764844882305e-05,1
KMCN,0.0012431184514295863,3.689790824282321e-05,6.894450019586201e-05,1
KMGE,0.001509500976735926,5.249499480336977e-05,5.826566563732313e-05,1
10IA,0.0005327650506126798,7.006785894607802e-05,2.9842314554899946e-05,1
IA97,0.0005327650506126798,1.4077951874705694e-05,5.274316871304446e-05,1
10IN,0.0003551767004084532,9.930512543898584e-07,2.0976237472339085e-05,1
7OA7,0.0022198543775528326,0.0001950258154002783,0.00021301466652410742,1
10LA,0.0002663825253063399,0.0,1.8386629517644837e-05,1
10NC,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
10OH,0.0006215592257147931,4.8876213683394536e-06,3.315145090269426e-05,1
58OH,0.0012431184514295863,6.816513686887777e-06,6.373754495484787e-05,1
6OH3,0.0007991475759190197,2.4251884404826363e-05,5.2995409158836474e-05,1
10OK,0.0004439708755105665,6.193626468478777e-07,4.303432103843556e-05,1
KTIK,0.0025750310779612856,0.0004144679150743673,0.00022738386212452357,1
10OR,0.0010655301012253596,8.153896387709277e-05,9.263970517251305e-05,1
KSPB,0.003551767004084532,8.880366426606415e-05,0.00018665538344111364,1
KVUO,0.00914580003551767,0.0013729024704453175,0.00036181751371984326,0
WA67,0.005860415556739478,0.0006715368590965962,0.0004223624773974584,0
10TN,0.0010655301012253596,1.1975240603453108e-06,4.2418623060621996e-05,1
1TN0,0.003551767004084532,0.000145834462151871,0.00014196744741388513,1
7TN3,0.004972473805718345,0.00044204068465005306,0.00024373243064534466,1
KBWG,0.005771621381637364,0.000441580091236372,0.0001605984506429706,1
11CA,0.0002663825253063399,2.9511368324206584e-07,2.2094639521451975e-05,1
KPSP,0.011188066062866276,0.00047747103271301343,0.00042527353103437185,0
11FA,0.0001775883502042266,2.7031402870118928e-08,2.746393113495643e-05,1
11FL,0.002397442727757059,6.524141479153863e-06,9.139994443304315e-05,1
FD48,0.00781388740898597,0.0003279342848813015,0.00028378833397265643,0
FL16,0.003019001953471852,1.4043993955439272e-05,0.00014914450635819244,1
FL60,0.0011543242763274728,3.842459382881931e-07,5.0915762016203246e-05,1
GA20,0.004617297105309891,9.004732064781954e-05,0.0001492395505003362,1
K2CB,0.0005327650506126798,1.1830950771336565e-06,3.9222924837698725e-05,1
KHEG,0.0005327650506126798,8.135266637083765e-06,2.917313867114676e-05,1
KTMB,0.006748357307760611,0.00040666602637755923,0.00020641037431245795,1
11II,0.0016870893269401528,1.538289075568755e-05,0.00011305082765477982,1
2NC0,0.001775883502042266,1.9159903999682546e-05,6.715334030230439e-05,1
5II5,0.0013319126265316996,1.7574293720540472e-05,0.00010284372473584633,1
II97,0.0016870893269401528,9.654089632686636e-05,0.0001162790289582204,1
IN50,0.002397442727757059,0.00015973419228689666,0.00015795665743593079,1
11LL,0.0002663825253063399,1.8937199701352426e-07,2.6291790031934315e-05,1
11MD,0.0016870893269401528,2.0273781143089764e-05,9.164494120874734e-05,1
11MO,0.0001775883502042266,0.0,2.136143146939082e-05,1
KCPS,0.014473450541644468,0.004413673649441501,0.000660893025400563,0
11OA,0.0003551767004084532,4.4642762168092265e-07,3.229026897659123e-05,1
11PN,0.0005327650506126798,0.00016101448454894048,3.764380929800729e-05,1
92PA,0.0011543242763274728,7.724553099256534e-05,6.84057773665704e-05,1
PN02,0.0001775883502042266,6.919180237288379e-05,2.379083175627543e-05,1
PN38,0.0013319126265316996,0.00017588815037468942,7.256134641244797e-05,1
PN40,0.0019534718522464926,0.000455977822335159,0.0002185363799539988,1
PN85,0.0003551767004084532,0.0002029111426948849,5.6325023374406394e-05,1
11TE,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
11TN,0.0002663825253063399,9.582816072805798e-06,3.9204568142107944e-05,1
11TX,0.0022198543775528326,1.670292810266339e-05,5.412654584093529e-05,1
69XS,0.0011543242763274728,3.535502584077042e-05,6.417760740288911e-05,1
73TE,0.0004439708755105665,4.9077863646823485e-06,3.614653157049399e-05,1
9TX7,0.0014207068016338128,6.984454116380102e-06,6.959571946917883e-05,1
9XS2,0.0003551767004084532,8.334283476697834e-09,2.4687083759750616e-05,1
OK90,0.002042266027348606,3.27963362286134e-05,4.229979645795628e-05,1
TS85,0.0013319126265316996,9.897714494773858e-05,8.613692300208748e-05,1
WY45,0.0028414136032676256,0.00016201455805561115,0.00011201305719856031,1
11VG,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
12AR,0.0002663825253063399,5.092081840766227e-05,2.183427594162356e-05,1
90AR,0.0002663825253063399,0.0,5.343228057371212e-05,1
12AZ,0.0002663825253063399,5.9735649117572116e-09,2.307381530271608e-05,1
12CA,0.0002663825253063399,8.116927790614995e-05,3.6080378379937646e-05,1
KSCK,0.012608772864500089,0.0011641283334573858,0.00032570930783626904,0
12CN,0.0003551767004084532,6.928049277619729e-05,2.09116790770663e-05,1
4CL3,0.0005327650506126798,8.014624726172452e-06,4.1405860051532204e-05,1
69CL,0.0001775883502042266,2.041536750178811e-07,2.4322346121931516e-05,1
12II,0.0004439708755105665,6.83294652851914e-07,3.5634952422717175e-05,1
KI73,0.003285384478778192,0.0006082018131825741,0.00027297120678903506,1
12IN,0.0005327650506126798,2.4142853547656213e-05,3.544748832897714e-05,1
1AR5,0.000887941751021133,4.334971797027274e-05,4.6819940194121186e-05,1
44IS,0.0014207068016338128,0.00015791464679232406,0.00011417366358947937,1
KPPQ,0.0007991475759190197,5.61925495423312e-06,6.216076280269423e-05,1
12MI,0.0007991475759190197,1.9112324045823066e-06,4.1501600684973016e-05,1
K3GM,0.0028414136032676256,0.00021682537070751774,0.00017217487215432904,1
KDET,0.007103534008169064,0.0008820977039067003,0.0002082419142247037,0
KFNT,0.007103534008169064,0.000955833225948261,0.0002557984056862166,0
KLWA,0.0024862369028591726,0.00015094507993207695,8.77418983031092e-05,1
KPTK,0.032409873912271354,0.008575512503927896,0.0010371316238523703,3
12MS,0.0005327650506126798,4.526113177075356e-08,3.0256468538566787e-05,1
12NH,0.0001775883502042266,0.0,1.9798440097205575e-05,1
KMHT,0.015183803942461374,0.0015507998123808512,0.00048667420082928136,0
12NK,0.0007991475759190197,0.00010497837566785411,5.321382655915034e-05,1
VT52,0.001509500976735926,0.00031501422476944553,0.00011031044581255573,1
12TN,0.000887941751021133,7.182881039613348e-05,5.952153064954173e-05,1
4TN0,0.0006215592257147931,8.965341556528435e-07,3.911199849532799e-05,1
KLUX,8.87941751021133e-05,0.0,2.56877542408568e-05,1
TN08,0.0015982951518380393,0.00016735440586249285,0.00011394811831660467,1
12TS,0.0005327650506126798,1.280457692619243e-06,3.3580171146142235e-05,1
57GA,0.0007991475759190197,0.00017348965820319492,9.605576738500317e-05,1
83TE,0.0007103534008169064,8.674875060010811e-05,5.70340426381221e-05,1
KT54,0.004528502930207778,0.00024102397486491377,7.18669425434246e-05,1
12WV,0.0002663825253063399,6.207784948576286e-07,2.0570934523054588e-05,1
12XA,0.002663825253063399,0.00020191045944704762,0.00012374824342072744,1
69XA,0.0012431184514295863,3.8866857031243935e-06,8.498912088728852e-05,1
7TX7,0.006215592257147931,0.0006007142599578335,0.00024552445119376557,1
KGNC,0.003906943704492985,0.000493447906506209,0.00023176133315141513,1
TA00,0.0001775883502042266,0.0,3.37052571893855e-05,1
13AZ,0.0003551767004084532,2.1510850445818922e-08,2.3679643974972575e-05,1
13CL,0.0001775883502042266,5.919520309406495e-05,1.9175742038737583e-05,1
64CN,0.0002663825253063399,0.00016232278560093279,5.584441646025282e-05,1
13FA,0.0004439708755105665,4.19647654863882e-08,3.4418695495778375e-05,1
13IA,0.0004439708755105665,9.76941391434573e-08,3.944431316226505e-05,1
15IA,0.0006215592257147931,0.0,6.774588027696026e-05,1
13IN,0.0009767359261232463,2.272220374912036e-05,4.226277016265095e-05,1
KJQF,0.01971230687266915,0.0042343395201459655,0.0009099289148245948,3
KSGH,0.0028414136032676256,0.00027654601253996176,0.00012389462350364085,1
13KY,0.0001775883502042266,0.0,2.04101791296153e-05,1
KSDF,0.03764873024329604,0.010248802404514016,0.0016440104217892732,3
13MA,0.001775883502042266,2.2573189189722477e-05,5.615795400274233e-05,1
KBVY,0.013052743740010656,0.0008223671514550594,0.0003809825345781386,0
KCQX,0.006570768957556384,0.0002023263551992675,0.00022978677342129147,1
KIJD,0.0013319126265316996,9.730810075362897e-06,4.723259784771391e-05,1
MA52,0.002663825253063399,0.00010643009807898917,0.00011090489215188791,1
MA66,0.005505238856331024,9.445438261932204e-05,0.0002551224348141759,1
MA75,0.0007991475759190197,7.240245326072624e-05,5.514227370195904e-05,1
13PN,0.0005327650506126798,6.951306946800533e-05,5.61611740467663e-05,1
19PA,0.0007991475759190197,8.2358932332932e-05,6.658570549444337e-05,1
74PA,0.0001775883502042266,2.889695025400155e-07,4.2377586582270323e-05,1
13WI,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
KOSH,0.005416444681228911,0.0007489722215845893,0.0003044887792066038,1
14AK,0.0007103534008169064,6.280236356107947e-08,2.1959848316939912e-05,1
21AK,0.0007991475759190197,0.00016198077586288708,6.174941717237237e-05,1
56AK,0.0006215592257147931,8.213941029459564e-05,8.977001126474976e-05,1
AK17,0.0012431184514295863,0.00018758126033779438,8.479918062337831e-05,1
AK19,0.0004439708755105665,1.1049956086052528e-07,3.2344907824591706e-05,1
AK50,0.000887941751021133,8.694129736559242e-05,6.596376611194167e-05,1
14AZ,0.0004439708755105665,0.0,2.5228417052787673e-05,1
KTUS,0.015450186467767715,0.001702673307952434,0.0005926948854101963,0
14FA,0.0023086485526549456,3.149406584581636e-05,5.255428878097482e-05,1
GA72,0.0006215592257147931,6.94680932412577e-05,3.1364950274389796e-05,1
KMDW,0.04892559048126443,0.011469640380297613,0.002736906472915376,2
MDBE,0.0012431184514295863,0.0,7.083272983381426e-05,1
MGGT,0.006393180607352157,0.0012095834330774968,0.0003398170624857702,0
MPHO,0.002042266027348606,6.182052563485845e-05,8.695454766057539e-05,1
TJIG,0.004883679630616231,0.00031265992351044007,0.00014891897684856894,1
14FD,0.003818149529390872,7.48983024305684e-05,0.00016409870660207752,1
3MO5,0.0004439708755105665,0.00016257582046897993,6.810633553705633e-05,1
7FA8,0.0007103534008169064,9.828023383233975e-07,4.30908453076522e-05,1
KCRG,0.002930207778369739,2.8310029872370062e-05,7.236049014717311e-05,1
KNIP,0.003995737879595098,3.8562826739934326e-05,0.00012815573488601047,1
KXFL,0.005949209731841591,0.00019318735802404842,0.0002346983268065711,1
14LA,0.0002663825253063399,0.0,2.475312451069907e-05,1
K1H0,0.004883679630616231,0.0007360437026306622,0.00034319132869977553,1
KATW,0.012076007813887409,0.002332155424267131,0.0004993556817659282,0
KBTL,0.00887941751021133,0.0013388963959815865,0.0004561867605502118,0
KC04,0.0010655301012253596,9.329298451854032e-06,8.725650949237675e-05,1
14NE,0.0009767359261232463,1.5813502444485805e-06,3.4827366901180706e-05,1
IA84,0.0015982951518380393,9.097850216541595e-05,7.440912642063774e-05,1
14NK,0.0007991475759190197,3.869792221124513e-07,3.355176585716706e-05,1
7NY8,0.0007991475759190197,9.726901239330613e-07,4.069845625975866e-05,1
KAQW,0.0016870893269401528,8.46659577218053e-05,5.510779751882107e-05,1
KTAN,0.002930207778369739,1.9148056700342938e-05,0.00010218136834897912,1
NK17,0.0028414136032676256,0.00012617382197852015,0.00014318200878572432,1
14OH,0.0005327650506126798,6.450610995901163e-07,4.895561674045079e-05,1
9OI7,0.0005327650506126798,8.226912859301083e-05,7.152817229600763e-05,1
14OI,0.000887941751021133,2.214457494759287e-05,6.805095653644925e-05,1
K3G4,0.000887941751021133,5.438486587265829e-06,7.320096959115283e-05,1
14PA,0.0001775883502042266,0.0,2.4075996427611363e-05,1
KMVY,0.02015627774817972,0.0016301561417277966,0.000942274654808931,0
JY04,0.00861303498490499,0.00034751570472721214,0.00023938288109798706,0
K33N,0.004439708755105665,0.00023968981658183689,0.00016065752020333004,1
14VA,0.0002663825253063399,0.0,1.8386629517644837e-05,1
KFDK,0.012519978689397976,0.0014347110912401625,0.00043581474664867656,0
KGRF,0.0025750310779612856,0.00023215960289392007,0.000123019933680576,1
14XA,0.0003551767004084532,9.516854174883733e-09,2.5296339642132784e-05,1
15CL,0.0011543242763274728,4.8547764040632395e-06,4.3913540102591196e-05,1
K2O6,0.002397442727757059,2.8044809546771983e-05,7.700362713526063e-05,1
KO41,0.0018646776771443793,8.3734276904384e-05,6.891873929129461e-05,1
KSAC,0.012963949564908542,0.001191162027072236,0.00046022164268536464,0
15IL,0.0001775883502042266,5.986431472618649e-05,2.169128176762889e-05,1
LL38,0.0002663825253063399,8.122574084575639e-05,4.107388203176702e-05,1
15MA,0.0002663825253063399,0.0,1.8386629517644837e-05,1
KUUU,0.007103534008169064,0.000103998630568149,0.00017234392653644868,1
MA44,0.003019001953471852,6.950081037203913e-05,0.00015737473288910834,1
15ME,0.0019534718522464926,4.47561200393148e-05,6.029584634911613e-05,1
CSZ4,0.0003551767004084532,0.0,2.5060195063996803e-05,1
CT31,0.001775883502042266,2.3037129921632044e-06,5.8651322869006634e-05,1
KLEB,0.010300124311845143,0.000766618657553968,0.00025196948999042367,0
KLZD,0.0014207068016338128,5.568333224800292e-07,4.929150028541108e-05,1
NH31,0.0013319126265316996,3.7373726095991495e-05,5.786379508168839e-05,1
NH40,0.0007991475759190197,2.711071983369246e-06,4.233519177953425e-05,1
15MN,0.0003551767004084532,1.0900179718771434e-07,2.466205147004344e-05,1
15NC,0.0011543242763274728,0.0001450554970365247,9.095861194985535e-05,1
86NC,0.0010655301012253596,7.160282661792954e-06,6.203297096386322e-05,1
KESN,0.013763097140827562,0.0013207184921770444,0.0004433172590936034,0
NC28,0.0015982951518380393,1.5446762562350847e-05,0.00010215674356629133,1
15OK,0.0003551767004084532,1.5686855511835668e-07,3.540315796071112e-05,1
OK18,0.0010655301012253596,8.489691701814273e-05,0.00010621627338029296,1
15VA,0.000887941751021133,7.924187112614081e-07,2.7860614877470928e-05,1
53VA,0.0002663825253063399,0.0,2.799360482384738e-05,1
15WA,0.0014207068016338128,3.9556285297240685e-05,5.2179511088736555e-05,1
K74S,0.0028414136032676256,3.120244758133917e-05,9.807098539257945e-05,1
KAWO,0.008524240809802876,0.0006096026004411264,0.0003580691052232544,0
KBLI,0.013763097140827562,0.0017326950398785575,0.0006732221293105809,0
KNRA,0.0006215592257147931,3.397948070675562e-08,3.457464237383247e-05,1
KPAE,0.01589415734327828,0.002892492410840562,0.0009558217101730417,0
15WI,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
KOVS,0.0006215592257147931,8.194580142693678e-05,4.839493289760508e-05,1
16AK,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
16AZ,0.0019534718522464926,4.360139593198529e-06,3.7372212930571837e-05,1
AZ86,0.0028414136032676256,1.732715425786969e-05,0.00012935675190317737,1
AZ97,0.0005327650506126798,1.7824482296348838e-06,2.8419715947554267e-05,1
KFUL,0.008701829160007104,0.00015115722326985984,0.00019506598589438004,0
KLGB,0.016870893269401527,0.0009714198804763219,0.0008154446995468612,0
16FD,0.0001775883502042266,2.683681567389894e-08,2.110131183080498e-05,1
16FL,0.0009767359261232463,1.3009512191567435e-06,4.7929742400696286e-05,1
2TS6,0.0015982951518380393,0.00011755401696833966,0.00012141849242033026,1
K82J,0.002131060202450719,4.656803833893272e-05,9.928220143685381e-05,1
KNFD,0.0015982951518380393,0.00010286020962396505,0.00010063032229864475,1
16IA,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
16IL,0.0001775883502042266,9.626758273853113e-06,2.169128176762889e-05,1
IS57,0.0007991475759190197,0.00016252137600299298,0.00010078910374268011,1
16KY,0.0003551767004084532,1.1051563156784641e-07,3.458013178330117e-05,1
1OA6,0.0009767359261232463,3.520795318163782e-05,0.0002877978395632726,1
16MI,0.0007991475759190197,7.643873267357985e-06,5.158469560631996e-05,1
37MI,0.0004439708755105665,1.262120896575594e-06,4.513911682631153e-05,1
16MO,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
KMO6,0.0013319126265316996,9.638795646962676e-05,7.651828484398144e-05,1
16NC,0.0013319126265316996,7.775629509530829e-05,8.151038922719505e-05,1
3VA8,0.002131060202450719,8.21952467542242e-05,0.00010632977979528373,1
62VA,0.0001775883502042266,8.87373611682054e-09,2.835355780040635e-05,1
KLKU,0.0014207068016338128,2.6673487469357383e-06,5.4585041920347056e-05,1
KW32,0.006837151482862724,0.0007368122076101311,0.00023245901235183236,0
16NE,0.0002663825253063399,0.0,2.5956696844812546e-05,1
16PA,0.0007991475759190197,3.315230299815061e-06,2.60568171916117e-05,1
K2G2,0.0009767359261232463,8.25643395176981e-05,8.462905080628265e-05,1
KAFJ,0.0002663825253063399,0.0,4.0112766040670145e-05,1
WV17,0.0007103534008169064,1.8174172306862345e-06,4.8428100190533744e-05,1
17AR,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
KLIT,0.013230332090214882,0.002329169269584955,0.00042048851043622774,0
17CL,0.0007103534008169064,2.5800584662245676e-08,3.131973337360104e-05,1
17CO,8.87941751021133e-05,0.0,1.8386629517644837e-05,1
17FA,0.003019001953471852,0.00014703069925196116,0.00010853966495049332,1
9FL1,0.0001775883502042266,0.0,3.8356400003071664e-05,1
17FL,0.0012431184514295863,7.606927589957861e-05,4.497492981063553e-05,1
40FL,0.004439708755105665,0.00011011780025972473,0.0001384125177140888,1
FL97,0.0018646776771443793,4.316830765821753e-06,0.0001012523191168375,1
KX35,0.002131060202450719,8.96080194954386e-05,9.567269828480278e-05,1
17GA,0.0002663825253063399,2.5805346620574283e-06,2.743800316306727e-05,1
78GA,0.0005327650506126798,0.00010311822469557966,5.5283759944981264e-05,1
17IN,0.0012431184514295863,9.077164785172209e-08,3.661403059155681e-05,1
17MO,0.0003551767004084532,2.5239014694490983e-07,3.396787978848529e-05,1
17NC,0.0014207068016338128,9.41702629609229e-06,7.337636069713681e-05,1
3NC6,0.0011543242763274728,0.00010867203374174389,0.00010817131671733873,1
KSFQ,0.003551767004084532,0.0003452680737445154,0.0001843309752492605,1
17OI,0.0003551767004084532,2.714119962811784e-07,3.065570421833093e-05,1
KUNI,0.0022198543775528326,0.0003097145946798014,8.996079480487725e-05,1
17OK,0.0007991475759190197,9.002643530980835e-06,3.8962544482419015e-05,1
KEND,0.000887941751021133,4.6134533112617185e-06,3.5361948385589614e-05,1
KO53,0.0005327650506126798,3.8403106447900817e-07,4.5814218405758416e-05,1
KRNO,0.021754572900017758,0.003127983701860738,0.0008747407493353682,0
17PS,0.0003551767004084532,7.879273531505674e-05,3.0037556974867486e-05,1
9PS2,0.0009767359261232463,5.290668087361948e-06,6.20597721197153e-05,1
PN59,0.0004439708755105665,6.77801689881103e-06,3.66384076606129e-05,1
17TE,0.0016870893269401528,4.1235799569765406e-05,8.84077726677036e-05,1
1TE4,0.0013319126265316996,7.738211326780899e-05,5.88658360189444e-05,1
7XS7,0.0010655301012253596,4.427135521585528e-05,7.496536427113512e-05,1
K5C1,0.009057005860415556,0.001457744902245111,0.0005200079354594543,0
KSSF,0.005416444681228911,0.00043930524922280534,0.00019670148785509543,1
18AR,0.0006215592257147931,2.92732206723052e-06,3.58818603791465e-05,1
TA87,0.000887941751021133,8.233642440017831e-05,6.872873644161633e-05,1
18AZ,0.0023086485526549456,9.400019488510306e-05,9.60055892567597e-05,1
19AZ,0.0013319126265316996,3.0734331977182747e-06,0.00011553415407578176,1
42AZ,0.0019534718522464926,1.1837579237427104e-06,0.0001631351906500709,1
48AZ,0.0013319126265316996,8.720819133648368e-06,7.171136297863778e-05,1
KCEZ,0.004350914580003552,0.00017144222310799787,0.00012892321667866196,1
KE25,0.0014207068016338128,5.964093782386939e-06,7.577199301235476e-05,1
KOKB,0.004883679630616231,1.4039977346357525e-05,0.00013035943841531713,1
KPAN,0.0037293553542887587,0.0001524157527766862,0.0002788885695735644,1
18CL,0.0011543242763274728,1.2322953748645786e-06,3.674872826912221e-05,1
KMER,0.0033741786538803056,5.589898217723997e-06,7.778587945241442e-05,1
KSJC,0.026815840880838215,0.005314574989094937,0.001608103564248067,3
18FD,0.0024862369028591726,0.00011869468663547847,9.269433894229222e-05,1
67GA,0.0016870893269401528,1.3934411836605763e-05,0.00011058141998240971,1
9GA5,0.0003551767004084532,0.0,3.752045217423426e-05,1
GA76,0.0014207068016338128,7.031454440538257e-05,8.655895230287201e-05,1
K70A,0.0001775883502042266,1.937797413088291e-07,2.628132432950965e-05,1
KDYA,0.0001775883502042266,0.0,2.9937468956246477e-05,1
18GA,0.0001775883502042266,1.1727092818246041e-07,2.8192610527436207e-05,1
GE33,0.0005327650506126798,8.119005196643093e-05,4.8593498633259086e-05,1
18IN,0.0003551767004084532,4.508235780609302e-05,2.6953937141263324e-05,1
K8A0,0.002131060202450719,9.070495099858372e-05,4.922404075364033e-05,1
18JY,0.0006215592257147931,3.689372740839279e-08,4.552796075630667e-05,1
18ME,0.0024862369028591726,3.690829354740823e-06,0.00011718317574951922,1
18MN,0.0007103534008169064,8.145865209100956e-05,7.759567453066246e-05,1
26MO,0.0009767359261232463,8.937292048055447e-05,8.383558210050898e-05,1
